2.05E-03,1.41E-03,1.54E-03,1.03E-03,,,,,2.05E-03,1.41E-03,1.54E-03,1.03E-03
2.24E-03,1.50E-03,1.78E-03,1.14E-03,,,,,2.52E-03,1.69E-03,2.01E-03,1.31E-03
2.29E-03,1.51E-03,1.81E-03,1.18E-03,,,,,4.45E-03,2.56E-03,2.96E-03,1.70E-03
2.29E-03,1.51E-03,1.83E-03,1.21E-03,,,,,5.44E-03,2.93E-03,4.07E-03,1.87E-03
2.30E-03,1.51E-03,1.85E-03,1.22E-03,,,,,5.89E-03,3.28E-03,4.62E-03,1.99E-03
2.30E-03,1.52E-03,1.88E-03,1.24E-03,,,,,,,,
2.30E-03,1.52E-03,1.88E-03,1.24E-03,,,,,,,,
2.31E-03,1.53E-03,1.89E-03,1.26E-03,,,,,,,,
2.31E-03,1.53E-03,1.89E-03,1.26E-03,,,,,,,,
2.31E-03,1.53E-03,1.90E-03,1.27E-03,,,,,,,,
2.31E-03,1.53E-03,1.90E-03,1.27E-03,,,,,,,,
2.45E-03,1.64E-03,1.95E-03,1.30E-03,,,,,,,,
2.46E-03,1.65E-03,1.97E-03,1.30E-03,,,,,,,,
2.47E-03,1.66E-03,1.98E-03,1.30E-03,,,,,,,,
2.48E-03,1.66E-03,1.98E-03,1.30E-03,,,,,,,,
2.48E-03,1.66E-03,1.99E-03,1.30E-03,,,,,,,,
2.48E-03,1.66E-03,1.99E-03,1.30E-03,,,,,,,,
2.48E-03,1.66E-03,2.00E-03,1.30E-03,,,,,,,,
2.48E-03,1.66E-03,2.01E-03,1.30E-03,,,,,,,,
2.48E-03,1.66E-03,2.01E-03,1.31E-03,,,,,,,,
2.49E-03,1.66E-03,2.01E-03,1.31E-03,,,,,,,,
2.49E-03,1.66E-03,2.01E-03,1.31E-03,,,,,,,,
2.50E-03,1.67E-03,2.01E-03,1.31E-03,,,,,,,,
2.51E-03,1.68E-03,2.01E-03,1.31E-03,,,,,,,,
2.52E-03,1.69E-03,2.01E-03,1.31E-03,,,,,,,,
2.52E-03,1.69E-03,2.01E-03,1.31E-03,,,,,,,,
2.54E-03,1.70E-03,2.08E-03,1.34E-03,,,,,,,,
2.54E-03,1.70E-03,2.13E-03,1.37E-03,,,,,,,,
2.54E-03,1.70E-03,2.18E-03,1.38E-03,,,,,,,,
2.54E-03,1.70E-03,2.23E-03,1.42E-03,,,,,,,,
2.54E-03,1.72E-03,2.23E-03,1.43E-03,,,,,,,,
2.54E-03,1.72E-03,2.25E-03,1.43E-03,,,,,,,,
2.54E-03,1.72E-03,2.26E-03,1.44E-03,,,,,,,,
2.54E-03,1.72E-03,2.26E-03,1.44E-03,,,,,,,,
2.54E-03,1.72E-03,2.26E-03,1.44E-03,,,,,,,,
2.54E-03,1.72E-03,2.27E-03,1.45E-03,,,,,,,,
2.54E-03,1.72E-03,2.28E-03,1.46E-03,,,,,,,,
2.54E-03,1.72E-03,2.28E-03,1.46E-03,,,,,,,,
2.54E-03,1.72E-03,2.29E-03,1.47E-03,,,,,,,,
2.54E-03,1.72E-03,2.30E-03,1.47E-03,,,,,,,,
2.54E-03,1.72E-03,2.30E-03,1.47E-03,,,,,,,,
2.55E-03,1.72E-03,2.30E-03,1.47E-03,,,,,,,,
2.55E-03,1.72E-03,2.30E-03,1.47E-03,,,,,,,,
2.55E-03,1.72E-03,2.30E-03,1.47E-03,,,,,,,,
2.55E-03,1.72E-03,2.30E-03,1.47E-03,,,,,,,,
2.55E-03,1.72E-03,2.30E-03,1.47E-03,,,,,,,,
2.55E-03,1.72E-03,2.31E-03,1.48E-03,,,,,,,,
2.55E-03,1.72E-03,2.31E-03,1.49E-03,,,,,,,,
2.55E-03,1.72E-03,2.32E-03,1.49E-03,,,,,,,,
2.55E-03,1.72E-03,2.32E-03,1.49E-03,,,,,,,,
3.15E-03,2.09E-03,2.59E-03,1.60E-03,,,,,,,,
4.45E-03,2.56E-03,2.96E-03,1.70E-03,,,,,,,,
4.56E-03,2.58E-03,3.21E-03,1.75E-03,,,,,,,,
4.68E-03,2.65E-03,3.34E-03,1.76E-03,,,,,,,,
5.01E-03,2.70E-03,3.46E-03,1.76E-03,,,,,,,,
5.13E-03,2.78E-03,3.56E-03,1.78E-03,,,,,,,,
5.13E-03,2.78E-03,3.63E-03,1.79E-03,,,,,,,,
5.13E-03,2.78E-03,3.68E-03,1.79E-03,,,,,,,,
5.15E-03,2.79E-03,3.70E-03,1.79E-03,,,,,,,,
5.21E-03,2.85E-03,3.74E-03,1.79E-03,,,,,,,,
5.25E-03,2.87E-03,3.76E-03,1.80E-03,,,,,,,,
5.25E-03,2.87E-03,3.78E-03,1.80E-03,,,,,,,,
5.25E-03,2.87E-03,3.82E-03,1.80E-03,,,,,,,,
5.27E-03,2.89E-03,3.84E-03,1.80E-03,,,,,,,,
5.27E-03,2.89E-03,3.86E-03,1.80E-03,,,,,,,,
5.41E-03,2.90E-03,3.90E-03,1.83E-03,,,,,,,,
5.43E-03,2.93E-03,3.95E-03,1.84E-03,,,,,,,,
5.43E-03,2.93E-03,3.97E-03,1.84E-03,,,,,,,,
5.43E-03,2.93E-03,4.00E-03,1.86E-03,,,,,,,,
5.43E-03,2.93E-03,4.00E-03,1.86E-03,,,,,,,,
5.43E-03,2.93E-03,4.04E-03,1.86E-03,,,,,,,,
5.43E-03,2.93E-03,4.04E-03,1.86E-03,,,,,,,,
5.44E-03,2.93E-03,4.05E-03,1.86E-03,,,,,,,,
5.44E-03,2.93E-03,4.06E-03,1.87E-03,,,,,,,,
5.44E-03,2.93E-03,4.07E-03,1.87E-03,,,,,,,,
5.44E-03,2.93E-03,4.07E-03,1.87E-03,,,,,,,,
5.44E-03,2.93E-03,4.07E-03,1.87E-03,,,,,,,,
5.45E-03,2.95E-03,4.08E-03,1.87E-03,,,,,,,,
5.45E-03,2.95E-03,4.09E-03,1.87E-03,,,,,,,,
5.46E-03,2.97E-03,4.10E-03,1.87E-03,,,,,,,,
5.55E-03,3.06E-03,4.14E-03,1.89E-03,,,,,,,,
5.56E-03,3.08E-03,4.18E-03,1.90E-03,,,,,,,,
5.61E-03,3.09E-03,4.23E-03,1.91E-03,,,,,,,,
5.62E-03,3.09E-03,4.28E-03,1.91E-03,,,,,,,,
5.64E-03,3.10E-03,4.32E-03,1.93E-03,,,,,,,,
5.66E-03,3.12E-03,4.34E-03,1.93E-03,,,,,,,,
5.68E-03,3.13E-03,4.36E-03,1.93E-03,,,,,,,,
5.69E-03,3.14E-03,4.40E-03,1.93E-03,,,,,,,,
5.70E-03,3.15E-03,4.42E-03,1.93E-03,,,,,,,,
5.71E-03,3.17E-03,4.44E-03,1.93E-03,,,,,,,,
5.75E-03,3.20E-03,4.46E-03,1.93E-03,,,,,,,,
5.76E-03,3.20E-03,4.47E-03,1.93E-03,,,,,,,,
5.79E-03,3.23E-03,4.48E-03,1.93E-03,,,,,,,,
5.81E-03,3.24E-03,4.49E-03,1.93E-03,,,,,,,,
5.82E-03,3.24E-03,4.50E-03,1.93E-03,,,,,,,,
5.84E-03,3.24E-03,4.52E-03,1.95E-03,,,,,,,,
5.86E-03,3.25E-03,4.52E-03,1.95E-03,,,,,,,,
5.87E-03,3.26E-03,4.55E-03,1.95E-03,,,,,,,,
5.89E-03,3.28E-03,4.62E-03,1.99E-03,,,,,,,,